transaction_id,customer_id,product_id,transaction_date,amount,status
4486,C0512,P0290,2026-09-05,4952.52,REFUNDED
4487,C0143,P0494,2026-09-05,3518.74,REFUNDED
4488,C0649,P0172,2026-09-03,1736.63,CANCELLED
4489,C0311,P0316,2026-09-02,2284.52,CANCELLED
4490,C0248,P0154,2026-09-01,4698.45,CANCELLED
4491,C0259,P0215,2026-09-01,4589.22,COMPLETED
4492,C0675,P0169,2026-09-02,1080.63,CANCELLED
4493,C0158,P0084,2026-09-01,1852.11,COMPLETED
4494,C0733,P0054,2026-09-03,2549.09,CANCELLED
4495,C0434,P0233,2026-09-04,4438.24,CANCELLED
4496,C0809,P0449,2026-09-01,4266.1,COMPLETED
4497,C0387,P0405,2026-09-02,961.95,COMPLETED
4498,C0076,P0467,2026-09-04,3208.85,COMPLETED
4499,C0460,P0022,2026-09-02,477.79,CANCELLED
4500,C0613,P0254,2026-09-04,822.51,COMPLETED
4501,C0491,P0113,2026-09-01,2050.83,COMPLETED
4502,C0597,P0472,2026-09-01,3814.09,REFUNDED
4503,C0411,P0002,2026-09-04,1840.05,COMPLETED
4504,C0548,P0328,2026-09-03,1866.44,CANCELLED
4505,C0519,P0115,2026-09-05,1332.0,CANCELLED
4506,C0946,P0355,2026-09-03,4376.13,COMPLETED
4507,C0943,P0118,2026-09-04,2408.23,COMPLETED
4508,C0891,P0239,2026-09-03,3333.52,COMPLETED
4509,C0709,P0320,2026-09-05,460.87,CANCELLED
4510,C0429,P0110,2026-09-05,4302.16,CANCELLED
4511,C0557,P0123,2026-09-05,3286.85,CANCELLED
4512,C0038,P0247,2026-09-03,1408.55,CANCELLED
4513,C0810,P0377,2026-09-03,4202.22,CANCELLED
4514,C0992,P0394,2026-09-05,75.21,COMPLETED
4515,C0369,P0488,2026-09-02,4101.14,COMPLETED
4516,C0719,P0418,2026-09-05,2570.76,COMPLETED
4517,C0917,P0170,2026-09-05,4780.82,COMPLETED
4518,C0832,P0414,2026-09-03,2133.85,CANCELLED
4519,C0550,P0379,2026-09-05,941.16,COMPLETED
4520,C0609,P0193,2026-09-02,250.6,CANCELLED
4521,C0654,P0106,2026-09-02,3517.15,CANCELLED
4522,C0937,P0205,2026-09-01,2253.14,CANCELLED
4523,C0088,P0095,2026-09-04,4049.73,REFUNDED
4524,C0112,P0423,2026-09-04,4390.9,COMPLETED
4525,C0788,P0004,2026-09-03,66.98,CANCELLED
4526,C0255,P0186,2026-09-03,3208.95,COMPLETED
4527,C0674,P0006,2026-09-05,4073.02,CANCELLED
4528,C0681,P0038,2026-09-03,2075.43,CANCELLED
4529,C0364,P0184,2026-09-04,3017.55,CANCELLED
4530,C0171,P0016,2026-09-04,3377.96,CANCELLED
4531,C0663,P0285,2026-09-01,4941.96,CANCELLED
4532,C0628,P0059,2026-09-05,4030.82,COMPLETED
4533,C0046,P0073,2026-09-03,546.44,CANCELLED
4534,C0577,P0149,2026-09-03,721.1,CANCELLED
4535,C0661,P0226,2026-09-01,746.56,COMPLETED
4536,C0694,P0100,2026-09-02,2384.98,COMPLETED
4537,C0663,P0324,2026-09-05,884.08,REFUNDED
4538,C0410,P0300,2026-09-02,2532.44,COMPLETED
4539,C0991,P0468,2026-09-02,601.04,CANCELLED
4540,C0771,P0392,2026-09-02,1788.31,REFUNDED
4541,C0340,P0185,2026-09-04,3974.08,CANCELLED
4542,C0989,P0023,2026-09-02,848.62,REFUNDED
4543,C0816,P0500,2026-09-01,1185.37,COMPLETED
4544,C0441,P0016,2026-09-05,2783.46,COMPLETED
4545,C0109,P0102,2026-09-05,945.86,CANCELLED
4546,C0011,P0102,2026-09-03,2802.53,REFUNDED
4547,C0101,P0146,2026-09-04,1455.35,CANCELLED
4548,C0265,P0090,2026-09-04,2703.45,COMPLETED
4549,C0228,P0113,2026-09-04,2381.66,COMPLETED
4550,C0523,P0454,2026-09-05,4338.32,COMPLETED
4551,C0765,P0135,2026-09-03,2653.74,CANCELLED
4552,C0532,P0369,2026-09-03,1821.68,REFUNDED
4553,C0572,P0090,2026-09-01,3049.68,REFUNDED
4554,C0595,P0174,2026-09-02,2997.7,CANCELLED
4555,C0705,P0434,2026-09-02,208.15,REFUNDED
4556,C0590,P0284,2026-09-05,1400.95,CANCELLED
4557,C0227,P0126,2026-09-04,243.12,COMPLETED
4558,C0457,P0092,2026-09-01,3768.98,CANCELLED
4559,C0384,P0101,2026-09-03,1376.48,REFUNDED
4560,C0401,P0012,2026-09-01,3046.43,COMPLETED
4561,C0475,P0091,2026-09-04,623.32,CANCELLED
4562,C0791,P0432,2026-09-04,1896.48,CANCELLED
4563,C0696,P0135,2026-09-04,3919.69,COMPLETED
4564,C0603,P0467,2026-09-02,3537.43,COMPLETED
4565,C0708,P0052,2026-09-04,4683.26,COMPLETED
4566,C0513,P0011,2026-09-04,1767.79,COMPLETED
4567,C0155,P0426,2026-09-01,197.02,REFUNDED
4568,C0354,P0347,2026-09-03,4272.32,REFUNDED
4569,C0026,P0071,2026-09-03,3882.8,COMPLETED
4570,C0495,P0195,2026-09-01,1011.49,CANCELLED
4571,C0108,P0336,2026-09-03,4837.55,CANCELLED
4572,C0303,P0404,2026-09-02,4721.21,REFUNDED
4573,C0426,P0454,2026-09-04,4641.85,REFUNDED
4574,C0943,P0057,2026-09-04,865.42,COMPLETED
4575,C0985,P0174,2026-09-04,3233.49,COMPLETED
4576,C0088,P0480,2026-09-05,2980.64,COMPLETED
4577,C0119,P0108,2026-09-02,4621.5,CANCELLED
4578,C0852,P0157,2026-09-04,87.9,COMPLETED
4579,C0964,P0234,2026-09-04,4650.93,REFUNDED
4580,C0748,P0123,2026-09-02,1481.88,COMPLETED
4581,C0146,P0190,2026-09-03,3215.81,REFUNDED
4582,C0357,P0415,2026-09-02,4683.24,COMPLETED
4583,C0320,P0191,2026-09-05,1828.95,COMPLETED
4584,C0352,P0339,2026-09-02,2472.41,REFUNDED
4585,C0467,P0088,2026-09-03,4903.69,CANCELLED
4586,C0804,P0482,2026-09-02,3014.04,CANCELLED
4587,C0212,P0270,2026-09-05,2348.59,REFUNDED
4588,C0534,P0410,2026-09-03,1239.31,CANCELLED
4589,C0495,P0320,2026-09-05,681.75,REFUNDED
4590,C0357,P0452,2026-09-04,2725.22,REFUNDED
4591,C0488,P0223,2026-09-01,4264.86,REFUNDED
4592,C0100,P0450,2026-09-01,167.46,CANCELLED
4593,C0449,P0365,2026-09-01,1535.5,COMPLETED
4594,C0740,P0034,2026-09-01,3129.2,CANCELLED
4595,C0714,P0061,2026-09-01,4554.67,CANCELLED
4596,C0464,P0074,2026-09-02,3575.86,CANCELLED
4597,C0327,P0452,2026-09-05,1680.67,COMPLETED
4598,C0069,P0474,2026-09-04,1541.35,CANCELLED
4599,C0308,P0067,2026-09-04,3085.66,REFUNDED
4600,C0046,P0407,2026-09-01,4364.36,CANCELLED
4601,C0830,P0098,2026-09-02,674.93,COMPLETED
4602,C0728,P0099,2026-09-01,3822.46,COMPLETED
4603,C0118,P0273,2026-09-01,3816.7,COMPLETED
4604,C0024,P0194,2026-09-04,523.25,REFUNDED
4605,C0870,P0356,2026-09-02,3296.14,REFUNDED
4606,C0352,P0192,2026-09-01,1475.16,COMPLETED
4607,C0664,P0163,2026-09-02,2800.57,COMPLETED
4608,C0112,P0307,2026-09-03,4009.34,COMPLETED
4609,C0694,P0220,2026-09-03,1474.79,CANCELLED
4610,C0820,P0326,2026-09-03,4424.74,COMPLETED
4611,C0169,P0126,2026-09-05,688.02,CANCELLED
4612,C0953,P0472,2026-09-01,230.24,REFUNDED
4613,C0759,P0024,2026-09-01,470.76,CANCELLED
4614,C0250,P0391,2026-09-02,2574.2,CANCELLED
4615,C0529,P0316,2026-09-03,2799.55,REFUNDED
4616,C0179,P0301,2026-09-03,3070.7,REFUNDED
4617,C0566,P0097,2026-09-01,161.74,CANCELLED
4618,C0164,P0438,2026-09-01,1148.96,REFUNDED
4619,C0339,P0275,2026-09-05,1754.55,REFUNDED
4620,C0574,P0151,2026-09-01,4907.63,CANCELLED
4621,C0437,P0405,2026-09-01,2818.26,REFUNDED
4622,C0982,P0077,2026-09-05,3566.32,COMPLETED
4623,C0474,P0168,2026-09-01,173.44,REFUNDED
4624,C0238,P0127,2026-09-02,4977.16,COMPLETED
4625,C0817,P0028,2026-09-02,2350.06,COMPLETED
4626,C0415,P0323,2026-09-04,2946.65,REFUNDED
4627,C0645,P0408,2026-09-04,621.27,COMPLETED
4628,C0189,P0144,2026-09-01,772.25,CANCELLED
4629,C0191,P0447,2026-09-03,1148.5,COMPLETED
4630,C0656,P0065,2026-09-05,3320.23,REFUNDED
4631,C0674,P0436,2026-09-03,3640.66,COMPLETED
4632,C0443,P0261,2026-09-05,3607.69,CANCELLED
4633,C0406,P0496,2026-09-05,1290.38,REFUNDED
4634,C0030,P0300,2026-09-01,4592.68,CANCELLED
4635,C0756,P0454,2026-09-05,1235.78,REFUNDED
4636,C0629,P0251,2026-09-03,3616.46,REFUNDED
4637,C0905,P0108,2026-09-02,3001.49,COMPLETED
4638,C0203,P0373,2026-09-01,118.02,CANCELLED
4639,C0461,P0042,2026-09-04,4080.89,COMPLETED
4640,C0607,P0402,2026-09-05,2785.12,COMPLETED
4641,C0440,P0241,2026-09-03,4791.22,REFUNDED
4642,C0399,P0405,2026-09-02,4579.08,COMPLETED
4643,C0005,P0340,2026-09-05,3932.03,COMPLETED
4644,C0722,P0315,2026-09-01,2982.16,CANCELLED
4645,C0220,P0034,2026-09-04,1565.0,CANCELLED
4646,C0211,P0086,2026-09-05,3852.37,CANCELLED
4647,C0286,P0261,2026-09-02,2746.42,REFUNDED
4648,C0771,P0199,2026-09-03,1427.37,COMPLETED
4649,C0721,P0385,2026-09-01,2900.77,COMPLETED
4650,C0829,P0452,2026-09-04,3696.03,CANCELLED
4651,C0816,P0331,2026-09-03,4178.87,COMPLETED
4652,C0065,P0385,2026-09-02,3033.58,COMPLETED
4653,C0592,P0261,2026-09-04,2178.13,COMPLETED
4654,C0105,P0192,2026-09-04,3206.28,CANCELLED
4655,C0819,P0256,2026-09-03,3462.88,CANCELLED
4656,C0893,P0266,2026-09-05,1828.47,REFUNDED
4657,C0550,P0238,2026-09-03,808.47,CANCELLED
4658,C0192,P0092,2026-09-03,3058.3,REFUNDED
4659,C0375,P0165,2026-09-04,2738.95,CANCELLED
4660,C0334,P0365,2026-09-04,123.12,COMPLETED
4661,C0202,P0192,2026-09-02,380.05,CANCELLED
4662,C0469,P0270,2026-09-03,289.93,REFUNDED
4663,C0117,P0356,2026-09-03,1691.22,COMPLETED
4664,C0269,P0248,2026-09-02,2325.5,COMPLETED
4665,C0687,P0367,2026-09-02,1205.96,REFUNDED
4666,C0884,P0490,2026-09-04,3792.92,REFUNDED
4667,C0502,P0254,2026-09-02,1887.71,CANCELLED
4668,C0541,P0243,2026-09-02,4473.72,COMPLETED
4669,C0990,P0138,2026-09-01,460.82,CANCELLED
4670,C0655,P0298,2026-09-01,1625.82,CANCELLED
4671,C0321,P0206,2026-09-01,2248.59,COMPLETED
4672,C0612,P0327,2026-09-05,511.51,CANCELLED
4673,C0398,P0472,2026-09-01,1152.22,CANCELLED
4674,C0626,P0405,2026-09-02,3336.22,COMPLETED
4675,C0402,P0299,2026-09-01,392.1,REFUNDED
4676,C0602,P0333,2026-09-04,2959.34,REFUNDED
4677,C0117,P0019,2026-09-02,2781.59,COMPLETED
4678,C0357,P0107,2026-09-02,743.07,COMPLETED
4679,C0361,P0113,2026-09-01,1138.76,CANCELLED
4680,C0866,P0459,2026-09-03,151.45,COMPLETED
4681,C0469,P0104,2026-09-03,1437.75,REFUNDED
4682,C0633,P0232,2026-09-03,2420.61,CANCELLED
4683,C0177,P0442,2026-09-05,2022.42,CANCELLED
4684,C0834,P0121,2026-09-02,3088.21,COMPLETED
4685,C0690,P0203,2026-09-04,3218.73,COMPLETED
4686,C0723,P0112,2026-09-04,4251.95,COMPLETED
4687,C0820,P0157,2026-09-04,1514.02,CANCELLED
4688,C0305,P0218,2026-09-01,1541.41,REFUNDED
4689,C0941,P0456,2026-09-05,3880.67,REFUNDED
4690,C0630,P0194,2026-09-05,2519.54,REFUNDED
4691,C0605,P0293,2026-09-03,4551.52,COMPLETED
4692,C0087,P0081,2026-09-02,1649.39,REFUNDED
4693,C0689,P0479,2026-09-04,4388.38,REFUNDED
4694,C0138,P0432,2026-09-01,95.29,COMPLETED
4695,C0321,P0192,2026-09-03,1445.82,COMPLETED
4696,C0121,P0131,2026-09-02,961.72,REFUNDED
4697,C0245,P0282,2026-09-04,3732.54,REFUNDED
4698,C0313,P0044,2026-09-02,4509.72,REFUNDED
4699,C0120,P0069,2026-09-03,911.84,CANCELLED
4700,C0188,P0385,2026-09-01,1542.33,COMPLETED
4701,C0383,P0044,2026-09-01,73.6,CANCELLED
4702,C0711,P0152,2026-09-01,207.95,REFUNDED
4703,C0145,P0228,2026-09-03,446.08,REFUNDED
4704,C0524,P0266,2026-09-04,3561.72,CANCELLED
4705,C0398,P0181,2026-09-02,1573.68,CANCELLED
4706,C0429,P0118,2026-09-04,3614.72,REFUNDED
4707,C0611,P0299,2026-09-04,1742.94,COMPLETED
4708,C0142,P0022,2026-09-04,4714.37,CANCELLED
4709,C0589,P0239,2026-09-03,2021.69,CANCELLED
4710,C0393,P0263,2026-09-04,584.66,REFUNDED
4711,C0434,P0319,2026-09-02,2696.16,CANCELLED
4712,C0191,P0173,2026-09-03,1610.86,CANCELLED
4713,C0499,P0219,2026-09-04,1444.85,COMPLETED
4714,C0651,P0231,2026-09-03,4785.61,CANCELLED
4715,C0551,P0240,2026-09-05,4644.42,REFUNDED
4716,C0711,P0222,2026-09-02,1951.65,COMPLETED
4717,C0942,P0210,2026-09-01,4178.78,CANCELLED
4718,C0661,P0189,2026-09-02,2837.34,REFUNDED
4719,C0954,P0412,2026-09-03,1925.18,COMPLETED
4720,C0178,P0255,2026-09-04,852.65,REFUNDED
4721,C0569,P0163,2026-09-01,864.48,REFUNDED
4722,C0171,P0140,2026-09-04,2288.28,COMPLETED
4723,C0502,P0196,2026-09-03,1233.85,COMPLETED
4724,C0296,P0013,2026-09-02,3826.3,REFUNDED
4725,C0144,P0092,2026-09-01,1147.04,COMPLETED
4726,C0192,P0227,2026-09-02,764.77,COMPLETED
4727,C0323,P0120,2026-09-02,3984.4,REFUNDED
4728,C0863,P0136,2026-09-05,3394.5,CANCELLED
4729,C0462,P0331,2026-09-05,1491.03,REFUNDED
4730,C0635,P0039,2026-09-04,947.35,CANCELLED
4731,C0055,P0184,2026-09-03,1150.09,REFUNDED
4732,C0887,P0462,2026-09-02,458.71,COMPLETED
4733,C0368,P0043,2026-09-02,3218.18,CANCELLED
4734,C0975,P0151,2026-09-04,4612.03,REFUNDED
4735,C0010,P0432,2026-09-01,739.53,REFUNDED
4736,C0497,P0257,2026-09-01,1965.03,COMPLETED
4737,C0140,P0263,2026-09-03,278.15,COMPLETED
4738,C0200,P0280,2026-09-03,150.27,REFUNDED
4739,C0835,P0330,2026-09-05,4149.29,REFUNDED
4740,C0394,P0041,2026-09-03,3045.25,COMPLETED
4741,C0987,P0403,2026-09-03,1991.93,CANCELLED
4742,C0576,P0142,2026-09-01,4528.86,REFUNDED
4743,C0518,P0475,2026-09-01,3466.28,COMPLETED
4744,C0669,P0117,2026-09-04,3020.47,CANCELLED
4745,C0507,P0051,2026-09-05,2240.98,CANCELLED
4746,C0419,P0061,2026-09-02,541.08,REFUNDED
4747,C0702,P0037,2026-09-02,1512.68,CANCELLED
4748,C0504,P0185,2026-09-02,827.02,COMPLETED
4749,C0426,P0020,2026-09-03,737.23,REFUNDED
4750,C0728,P0280,2026-09-05,698.56,REFUNDED
4751,C0861,P0103,2026-09-03,1545.08,REFUNDED
4752,C0455,P0171,2026-09-05,2065.99,CANCELLED
4753,C0501,P0101,2026-09-04,2730.79,REFUNDED
4754,C0172,P0346,2026-09-05,3857.04,CANCELLED
4755,C0085,P0169,2026-09-05,4530.6,COMPLETED
4756,C0579,P0129,2026-09-05,1827.95,CANCELLED
4757,C0032,P0155,2026-09-05,1241.65,CANCELLED
4758,C0815,P0382,2026-09-02,921.66,REFUNDED
4759,C0780,P0418,2026-09-04,2060.3,REFUNDED
4760,C0226,P0394,2026-09-01,3040.41,REFUNDED
4761,C0300,P0350,2026-09-04,2400.45,CANCELLED
4762,C0034,P0433,2026-09-05,4953.06,CANCELLED
4763,C0282,P0141,2026-09-05,74.52,COMPLETED
4764,C0231,P0098,2026-09-03,1145.39,REFUNDED
4765,C0551,P0362,2026-09-05,674.7,CANCELLED
4766,C0296,P0310,2026-09-04,1807.01,REFUNDED
4767,C0173,P0071,2026-09-01,213.43,COMPLETED
4768,C0800,P0438,2026-09-03,1116.47,CANCELLED
4769,C0469,P0386,2026-09-03,4203.06,CANCELLED
4770,C0580,P0367,2026-09-01,2952.53,COMPLETED
4771,C0761,P0379,2026-09-04,2525.55,REFUNDED
4772,C0792,P0279,2026-09-05,1545.25,CANCELLED
4773,C0785,P0468,2026-09-01,3912.16,CANCELLED
4774,C0508,P0134,2026-09-04,4115.55,CANCELLED
4775,C0563,P0005,2026-09-04,87.57,COMPLETED
4776,C0524,P0395,2026-09-04,798.56,REFUNDED
4777,C0116,P0154,2026-09-05,2119.03,CANCELLED
4778,C0587,P0145,2026-09-05,3373.55,CANCELLED
4779,C0117,P0422,2026-09-02,291.31,COMPLETED
4780,C0275,P0178,2026-09-03,2903.45,COMPLETED
4781,C0794,P0401,2026-09-05,3232.79,CANCELLED
4782,C0557,P0207,2026-09-02,1097.65,REFUNDED
4783,C0844,P0485,2026-09-04,3114.03,REFUNDED
4784,C0376,P0208,2026-09-03,2472.57,CANCELLED
4785,C0556,P0421,2026-09-03,2461.71,CANCELLED
4786,C0843,P0297,2026-09-01,3038.33,COMPLETED
4787,C0775,P0388,2026-09-02,60.21,REFUNDED
4788,C0043,P0336,2026-09-05,3248.33,REFUNDED
4789,C0779,P0007,2026-09-03,959.85,COMPLETED
4790,C0737,P0242,2026-09-04,2929.75,CANCELLED
4791,C0452,P0335,2026-09-03,1740.88,COMPLETED
4792,C0560,P0263,2026-09-01,542.28,REFUNDED
4793,C0224,P0390,2026-09-05,773.81,REFUNDED
4794,C0436,P0488,2026-09-02,4216.35,COMPLETED
4795,C0105,P0077,2026-09-01,1914.04,CANCELLED
4796,C0754,P0444,2026-09-02,3603.81,COMPLETED
4797,C0850,P0204,2026-09-04,1439.83,COMPLETED
4798,C0670,P0117,2026-09-02,2486.54,REFUNDED
4799,C0770,P0117,2026-09-04,2594.91,REFUNDED
4800,C0254,P0371,2026-09-01,1873.91,CANCELLED
4801,C0305,P0384,2026-09-04,4850.65,REFUNDED
4802,C0896,P0108,2026-09-01,1580.07,COMPLETED
4803,C0034,P0243,2026-09-01,3649.12,COMPLETED
4804,C0461,P0120,2026-09-03,2917.87,REFUNDED
4805,C0270,P0265,2026-09-05,3127.16,CANCELLED
4806,C0357,P0301,2026-09-05,4497.66,REFUNDED
4807,C0883,P0403,2026-09-04,1173.18,COMPLETED
4808,C0837,P0283,2026-09-01,1463.99,REFUNDED
4809,C0090,P0388,2026-09-05,3909.2,COMPLETED
4810,C0450,P0240,2026-09-03,3648.43,COMPLETED
4811,C0887,P0370,2026-09-05,4888.21,REFUNDED
4812,C0121,P0417,2026-09-01,726.75,COMPLETED
4813,C0795,P0237,2026-09-04,1209.95,CANCELLED
4814,C0832,P0175,2026-09-05,4813.75,COMPLETED
4815,C0243,P0406,2026-09-02,3271.9,REFUNDED
4816,C0215,P0044,2026-09-05,2370.18,REFUNDED
4817,C0831,P0161,2026-09-05,4584.44,COMPLETED
4818,C0756,P0434,2026-09-03,2695.65,REFUNDED
4819,C0603,P0097,2026-09-01,423.57,CANCELLED
4820,C0706,P0220,2026-09-02,1690.91,REFUNDED
4821,C0360,P0395,2026-09-04,1483.65,COMPLETED
4822,C0882,P0483,2026-09-05,3682.89,REFUNDED
4823,C0728,P0358,2026-09-03,4197.44,COMPLETED
4824,C0625,P0214,2026-09-02,2247.49,REFUNDED
4825,C0648,P0108,2026-09-05,3922.74,CANCELLED
4826,C0439,P0225,2026-09-02,635.44,COMPLETED
4827,C0170,P0231,2026-09-01,1513.76,COMPLETED
4828,C0631,P0437,2026-09-04,3796.84,COMPLETED
4829,C0143,P0286,2026-09-01,1019.27,COMPLETED
4830,C0804,P0016,2026-09-03,3090.68,CANCELLED
4831,C0212,P0192,2026-09-02,4566.57,REFUNDED
4832,C0834,P0072,2026-09-04,4603.98,CANCELLED
4833,C0212,P0296,2026-09-01,3366.9,REFUNDED
4834,C0825,P0448,2026-09-01,4871.47,COMPLETED
4835,C0061,P0066,2026-09-02,2168.15,REFUNDED
4836,C0584,P0157,2026-09-03,2132.56,COMPLETED
4837,C0360,P0483,2026-09-02,2168.65,CANCELLED
4838,C0546,P0378,2026-09-03,339.15,REFUNDED
4839,C0288,P0005,2026-09-03,925.14,REFUNDED
4840,C0612,P0256,2026-09-04,2381.11,REFUNDED
4841,C0552,P0415,2026-09-02,4486.84,REFUNDED
4842,C0173,P0338,2026-09-04,2119.55,CANCELLED
4843,C0332,P0428,2026-09-02,668.86,CANCELLED
4844,C0721,P0182,2026-09-02,3929.58,CANCELLED
4845,C0300,P0174,2026-09-03,842.6,CANCELLED
4846,C0297,P0116,2026-09-01,478.38,COMPLETED
4847,C0587,P0215,2026-09-03,3516.45,COMPLETED
4848,C0274,P0218,2026-09-03,1639.7,CANCELLED
4849,C0976,P0352,2026-09-05,2759.83,REFUNDED
4850,C0879,P0386,2026-09-05,2063.56,REFUNDED
4851,C0527,P0207,2026-09-01,417.19,CANCELLED
4852,C0922,P0391,2026-09-01,3620.74,COMPLETED
4853,C0696,P0399,2026-09-02,346.38,REFUNDED
4854,C0835,P0354,2026-09-01,703.62,CANCELLED
4855,C0098,P0276,2026-09-01,392.77,REFUNDED
4856,C0139,P0154,2026-09-02,613.69,COMPLETED
4857,C0986,P0167,2026-09-01,2418.38,COMPLETED
4858,C0769,P0301,2026-09-03,2758.12,COMPLETED
4859,C0805,P0012,2026-09-02,4640.44,REFUNDED
4860,C0422,P0291,2026-09-01,169.0,CANCELLED
4861,C0941,P0403,2026-09-04,3164.54,CANCELLED
4862,C0061,P0017,2026-09-03,2415.23,REFUNDED
4863,C0284,P0473,2026-09-01,2166.51,REFUNDED
4864,C0888,P0072,2026-09-05,1709.73,REFUNDED
4865,C0672,P0079,2026-09-05,720.64,REFUNDED
4866,C0130,P0488,2026-09-04,1032.19,CANCELLED
4867,C0719,P0170,2026-09-05,2457.16,CANCELLED
4868,C0887,P0291,2026-09-01,2718.8,CANCELLED
4869,C0136,P0323,2026-09-04,2949.58,COMPLETED
4870,C0256,P0410,2026-09-05,404.48,CANCELLED
4871,C0150,P0309,2026-09-03,733.39,CANCELLED
4872,C0729,P0468,2026-09-01,4102.74,COMPLETED
4873,C0330,P0312,2026-09-03,2608.24,REFUNDED
4874,C0849,P0294,2026-09-01,1458.2,CANCELLED
4875,C0254,P0444,2026-09-03,2587.51,REFUNDED
4876,C0780,P0201,2026-09-02,2099.72,CANCELLED
4877,C0864,P0196,2026-09-04,4562.49,CANCELLED
4878,C0693,P0105,2026-09-02,464.75,REFUNDED
4879,C0403,P0486,2026-09-05,1466.03,REFUNDED
4880,C0502,P0201,2026-09-03,803.5,REFUNDED
4881,C0146,P0033,2026-09-01,1592.27,COMPLETED
4882,C0592,P0274,2026-09-05,156.79,REFUNDED
4883,C0648,P0198,2026-09-01,193.14,COMPLETED
4884,C0276,P0097,2026-09-01,3744.97,COMPLETED
4885,C0643,P0244,2026-09-02,2295.1,COMPLETED
4886,C0425,P0056,2026-09-02,1716.43,CANCELLED
4887,C0385,P0169,2026-09-03,4546.24,COMPLETED
4888,C0463,P0292,2026-09-02,2870.5,COMPLETED
4889,C0078,P0493,2026-09-05,2712.48,CANCELLED
4890,C0649,P0232,2026-09-05,4543.93,CANCELLED
4891,C0814,P0328,2026-09-02,785.09,COMPLETED
4892,C0902,P0459,2026-09-04,1254.28,REFUNDED
4893,C0788,P0156,2026-09-03,3501.59,REFUNDED
4894,C0096,P0048,2026-09-01,1075.54,REFUNDED
4895,C0413,P0088,2026-09-03,1335.28,REFUNDED
4896,C0528,P0054,2026-09-04,1755.67,CANCELLED
4897,C0768,P0346,2026-09-04,3310.59,CANCELLED
4898,C0285,P0284,2026-09-01,2535.91,REFUNDED
4899,C0712,P0091,2026-09-05,1931.49,REFUNDED
4900,C0959,P0017,2026-09-04,3082.4,REFUNDED
4901,C0899,P0424,2026-09-02,677.71,REFUNDED
4902,C0378,P0353,2026-09-02,2419.8,COMPLETED
4903,C0466,P0309,2026-09-02,4823.99,CANCELLED
4904,C0974,P0251,2026-09-05,3582.35,COMPLETED
4905,C0500,P0014,2026-09-04,561.24,COMPLETED
4906,C0336,P0096,2026-09-05,3312.6,CANCELLED
4907,C0596,P0102,2026-09-01,1048.44,CANCELLED
4908,C0003,P0036,2026-09-02,3430.91,COMPLETED
4909,C0890,P0467,2026-09-04,2093.04,CANCELLED
4910,C0793,P0494,2026-09-05,2872.12,CANCELLED
4911,C0868,P0198,2026-09-04,4417.8,REFUNDED
4912,C0751,P0146,2026-09-04,1737.09,CANCELLED
4913,C0096,P0106,2026-09-03,1091.03,REFUNDED
4914,C0749,P0120,2026-09-03,2642.77,REFUNDED
4915,C0996,P0150,2026-09-02,254.16,CANCELLED
4916,C0470,P0338,2026-09-01,536.89,REFUNDED
4917,C0651,P0269,2026-09-01,1410.21,CANCELLED
4918,C0681,P0036,2026-09-04,4360.45,COMPLETED
4919,C0715,P0233,2026-09-02,4081.9,CANCELLED
4920,C0367,P0030,2026-09-01,4028.95,REFUNDED
4921,C0871,P0189,2026-09-05,860.15,COMPLETED
4922,C0065,P0266,2026-09-03,2168.45,REFUNDED
4923,C0815,P0006,2026-09-01,1499.54,COMPLETED
4924,C0548,P0088,2026-09-03,2183.86,REFUNDED
4925,C0408,P0168,2026-09-03,4335.7,COMPLETED
4926,C0224,P0441,2026-09-04,4390.28,CANCELLED
4927,C0992,P0466,2026-09-01,4363.95,REFUNDED
4928,C0440,P0211,2026-09-03,1875.56,CANCELLED
4929,C0845,P0201,2026-09-04,4037.14,CANCELLED
4930,C0217,P0081,2026-09-01,2464.87,REFUNDED
4931,C0507,P0057,2026-09-02,4967.44,CANCELLED
4932,C0275,P0067,2026-09-01,1613.82,CANCELLED
4933,C0331,P0275,2026-09-05,1759.86,CANCELLED
4934,C0849,P0215,2026-09-05,4813.07,CANCELLED
4935,C0291,P0245,2026-09-05,4552.46,REFUNDED
4936,C0346,P0381,2026-09-01,2470.59,COMPLETED
4937,C0561,P0036,2026-09-05,4180.39,CANCELLED
4938,C0592,P0200,2026-09-02,3379.57,REFUNDED
4939,C0134,P0490,2026-09-04,1604.38,REFUNDED
4940,C0580,P0463,2026-09-04,3769.29,REFUNDED
4941,C0873,P0444,2026-09-05,3087.3,REFUNDED
4942,C0497,P0106,2026-09-05,4888.27,CANCELLED
4943,C0808,P0067,2026-09-03,1337.88,REFUNDED
4944,C0352,P0446,2026-09-01,2234.37,REFUNDED
4945,C0916,P0106,2026-09-05,1502.85,CANCELLED
4946,C0699,P0159,2026-09-01,2158.01,COMPLETED
4947,C0781,P0222,2026-09-03,865.2,REFUNDED
4948,C0050,P0419,2026-09-02,4080.02,COMPLETED
4949,C0048,P0364,2026-09-03,2909.89,CANCELLED
4950,C0102,P0341,2026-09-05,3555.38,CANCELLED
4951,C0642,P0244,2026-09-04,4160.78,REFUNDED
4952,C0803,P0082,2026-09-03,157.32,REFUNDED
4953,C0857,P0310,2026-09-01,2063.64,REFUNDED
4954,C0471,P0295,2026-09-01,733.54,CANCELLED
